,postalCode,addressRegion,streetAddress,NA1,bed,bath,sqft,price_per_sqrt,CND,NA2,lot_size,built,on_site,NA3,price,link,HOA,img,City,Region,Postal Code,Place Name,State,State Abbreviation,County,Latitude,Longitude,Unnamed: 7,imgs_to_train
76,94105,CA,38 Bryant Street #407,,1.0,1.0,1036.0,868.0,CND,,,1994.0,19,,899000,https://www.ziprealty.com/property/38-BRYANT-ST-_UNIT_407-SAN-FRANCISCO-CA-94105/10637723/detail,525.0,https://images-mls.static-ziprealty.com/images_mls/CABCREIS/44/44/444446_180.jpg,SF,South Beach,94105.0,San Francisco,California,CA,San Francisco,37.7864,-122.3892,,[u'https://images-mls.static-ziprealty.com/images_mls/CABCREIS/44/44/46/_P/444446_P01.jpg']
77,94105,CA,1 Hawthorne Street #7a,,1.0,1.0,917.0,1085.0,CND,,,2010.0,19,,995000,https://www.ziprealty.com/property/1-Hawthorne-St-_UNIT_7A-San-Francisco-CA-94105/87834123/detail,662.0,https://images-mls.static-ziprealty.com/images_mls/CABCREIS/44/43/444387_180.jpg,SF,South of Market,94105.0,San Francisco,California,CA,San Francisco,37.7864,-122.3892,,[u'https://images-mls.static-ziprealty.com/images_mls/CABCREIS/44/43/87/_P/444387_P01.jpg']
78,94105,CA,201 Harrison Street #408,,1.0,1.0,495.0,1263.0,CND,,,1991.0,21,,625000,https://www.ziprealty.com/property/201-HARRISON-ST-_UNIT_408-SAN-FRANCISCO-CA-94105/10637519/detail,544.0,https://images-mls.static-ziprealty.com/images_mls/CABCREIS/44/43/444351_180.jpg,SF,South Beach,94105.0,San Francisco,California,CA,San Francisco,37.7864,-122.3892,,[u'https://images-mls.static-ziprealty.com/images_mls/CABCREIS/44/43/51/_P/444351_P01.jpg']
79,94105,CA,400 Beale Street #1507,,2.0,2.0,1118.0,1028.0,CND,,,2001.0,21,,1149000,https://www.ziprealty.com/property/400-BEALE-ST-_UNIT_1507-SAN-FRANCISCO-CA-94105/10637365/detail,764.0,https://images-mls.static-ziprealty.com/images_mls/CABCREIS/44/43/444315_180.jpg,SF,South Beach,94105.0,San Francisco,California,CA,San Francisco,37.7864,-122.3892,,[u'https://images-mls.static-ziprealty.com/images_mls/CABCREIS/44/43/15/_P/444315_P01.jpg']
80,94105,CA,301 Mission Street #36a,,2.0,2.0,1517.0,1579.0,CND,,,2009.0,23,,2395000,https://www.ziprealty.com/property/301-MISSION-ST-_UNIT_36A-SAN-FRANCISCO-CA-94105/84379739/detail,,https://images-mls.static-ziprealty.com/images_mls/CABCREIS/44/41/444198_180.jpg,SF,South of Market,94105.0,San Francisco,California,CA,San Francisco,37.7864,-122.3892,,[u'https://images-mls.static-ziprealty.com/images_mls/CABCREIS/44/41/98/_P/444198_P01.jpg']
81,94105,CA,501 Beale Street #4c,,2.0,2.0,1259.0,1032.0,CND,,,2006.0,23,,1299000,https://www.ziprealty.com/property/501-BEALE-ST-_UNIT_4C-SAN-FRANCISCO-CA-94105/10637978/detail,863.0,https://images-mls.static-ziprealty.com/images_mls/CABCREIS/44/40/444043_180.jpg,SF,South Beach,94105.0,San Francisco,California,CA,San Francisco,37.7864,-122.3892,,[u'https://images-mls.static-ziprealty.com/images_mls/CABCREIS/44/40/43/_P/444043_P01.jpg']
82,94105,CA,301 Mission Street #31a,,2.0,2.0,1517.0,1549.0,CND,,,2009.0,26,,2350000,https://www.ziprealty.com/property/301-MISSION-ST-_UNIT_31A-SAN-FRANCISCO-CA-94105/84379652/detail,,https://images-mls.static-ziprealty.com/images_mls/CABCREIS/44/41/444123_180.jpg,SF,South of Market,94105.0,San Francisco,California,CA,San Francisco,37.7864,-122.3892,,[u'https://images-mls.static-ziprealty.com/images_mls/CABCREIS/44/41/23/_P/444123_P01.jpg']
83,94105,CA,301 Mission Street #18e,,2.0,2.0,1098.0,1434.0,CND,,,2009.0,28,,1575000,https://www.ziprealty.com/property/301-Mission-St-_UNIT_18E-San-Francisco-CA-94105/87764241/detail,,https://images-mls.static-ziprealty.com/images_mls/CABCREIS/44/39/443918_180.jpg,SF,South of Market,94105.0,San Francisco,California,CA,San Francisco,37.7864,-122.3892,,[u'https://images-mls.static-ziprealty.com/images_mls/CABCREIS/44/39/18/_P/443918_P01.jpg']
84,94105,CA,333 Main Street #7g,,1.0,1.0,837.0,1074.0,CND,,,2008.0,33,,899000,https://www.ziprealty.com/property/333-MAIN-ST-_UNIT_7G-SAN-FRANCISCO-CA-94105/85436301/detail,842.0,https://images-mls.static-ziprealty.com/images_mls/CABCREIS/44/29/442958_180.jpg,SF,South Beach,94105.0,San Francisco,California,CA,San Francisco,37.7864,-122.3892,,[u'https://images-mls.static-ziprealty.com/images_mls/CABCREIS/44/29/58/_P/442958_P01.jpg']
85,94105,CA,246 2nd Street #502,,2.0,2.0,,,CND,,,2000.0,33,,1149000,https://www.ziprealty.com/property/246-2ND-ST-_UNIT_502-SAN-FRANCISCO-CA-94105/10634384/detail,590.0,https://images-mls.static-ziprealty.com/images_mls/CABCREIS/44/33/443358_180.jpg,SF,South of Market,94105.0,San Francisco,California,CA,San Francisco,37.7864,-122.3892,,[u'https://images-mls.static-ziprealty.com/images_mls/CABCREIS/44/33/58/_P/443358_P01.jpg']
86,94105,CA,338 Spear Street #37f,,2.0,2.0,1615.0,1359.0,CND,,,2009.0,37,,2195000,https://www.ziprealty.com/property/338-SPEAR-ST-_UNIT_37F-SAN-FRANCISCO-CA-94105/10634859/detail,966.0,https://images-mls.static-ziprealty.com/images_mls/CABCREIS/44/33/443393_180.jpg,SF,South Beach,94105.0,San Francisco,California,CA,San Francisco,37.7864,-122.3892,,[u'https://images-mls.static-ziprealty.com/images_mls/CABCREIS/44/33/93/_P/443393_P01.jpg']
87,94105,CA,333 1st Street #1801,,2.0,2.0,,,CND,,,2004.0,40,,1399000,https://www.ziprealty.com/property/333-1ST-ST-_UNIT_1801-SAN-FRANCISCO-CA-94105/10635142/detail,782.0,https://images-mls.static-ziprealty.com/images_mls/CABCREIS/44/35/443546_180.jpg,SF,South Beach,94105.0,San Francisco,California,CA,San Francisco,37.7864,-122.3892,,[u'https://images-mls.static-ziprealty.com/images_mls/CABCREIS/44/35/46/_P/443546_P01.jpg']
88,94105,CA,301 Main Street #37b,,3.0,4.0,3382.0,2364.0,CND,,,2008.0,42,,7995000,https://www.ziprealty.com/property/301-MAIN-ST-_UNIT_37B-SAN-FRANCISCO-CA-94105/87522178/detail,,https://images-mls.static-ziprealty.com/images_mls/CABCREIS/44/34/443476_180.jpg,SF,South Beach,94105.0,San Francisco,California,CA,San Francisco,37.7864,-122.3892,,[u'https://images-mls.static-ziprealty.com/images_mls/CABCREIS/44/34/76/_P/443476_P01.jpg']
89,94105,CA,425 1st Street #1402,,2.0,2.0,1309.0,1600.0,CND,,,2008.0,44,,2095000,https://www.ziprealty.com/property/425-1ST-ST-_UNIT_1402-SAN-FRANCISCO-CA-94105/10636894/detail,0.0,https://images-mls.static-ziprealty.com/images_mls/CABCREIS/44/34/443405_180.jpg,SF,South Beach,94105.0,San Francisco,California,CA,San Francisco,37.7864,-122.3892,,[u'https://images-mls.static-ziprealty.com/images_mls/CABCREIS/44/34/05/_P/443405_P01.jpg']
90,94105,CA,18 Lansing Street #403,,2.0,2.0,1675.0,952.0,CND,,,1928.0,46,,1595000,https://www.ziprealty.com/property/18-LANSING-ST-_UNIT_403-SAN-FRANCISCO-CA-94105/10635471/detail,577.0,https://images-mls.static-ziprealty.com/images_mls/CABCREIS/44/33/443335_180.jpg,SF,South Beach,94105.0,San Francisco,California,CA,San Francisco,37.7864,-122.3892,,[u'https://images-mls.static-ziprealty.com/images_mls/CABCREIS/44/33/35/_P/443335_P01.jpg']
